item_id,order_id,product_id,quantity,unit_price,discount_percent
797,89,101,3,19098.37,55.9
798,1903,103,3,3380.21,94.0
799,774,37,2,2424.9,91.0
800,1252,112,2,6376.98,42.5
801,366,48,2,2585.2,0.8
802,484,56,3,8847.58,2.9
803,1022,79,4,6141.12,28.9
804,1609,84,2,12055.57,32.6
805,198,60,3,221.52,83.0
806,1986,36,3,4441.41,16.6
807,1698,15,-1,7948.29,65.8
808,1939,24,1,18592.98,77.9
809,486,37,4,9943.6,42.6
810,555,138,2,12387.96,55.6
811,1459,83,2,3700.8,66.9
812,349,89,3,2117.92,11.6
813,1029,84,5,1772.26,6.7
814,689,14,1,7329.13,59.9
815,530,115,3,9485.16,76.5
816,1308,55,2,6021.51,87.4
817,1499,76,4,2469.74,58.1
818,1439,147,3,5858.76,90.1
819,417,10,4,10259.85,3.0
820,400,32,4,1754.6,78.8
821,1410,52,5,18377.04,98.0
822,875,10,5,10745.46,17.5
823,1872,143,2,9650.39,47.5
824,20,74,4,3760.69,68.4
825,642,47,3,8231.01,83.2
826,436,84,4,16262.14,78.4
827,103,26,1,7189.18,68.6
828,386,75,4,9981.62,73.5
829,907,97,5,16200.54,58.9
830,134,80,4,2817.38,60.5
831,527,97,4,5313.66,90.6
832,108,148,1,13820.93,11.2
833,1091,142,2,11591.04,53.1
834,480,88,1,10852.02,41.0
835,1070,75,2,13045.97,39.0
836,1508,132,3,12423.14,93.9
837,1720,118,4,3496.86,91.1
838,760,126,5,7035.74,52.0
839,1937,133,5,1121.71,14.3
840,904,150,5,12223.13,89.7
841,1733,19,3,10623.44,18.8
842,1247,116,4,386.34,32.8
843,1190,136,3,18516.27,81.1
844,1618,69,2,8566.54,76.1
845,328,134,5,2185.74,18.2
846,446,8,5,6900.21,43.4
847,1099,30,5,4990.66,98.6
848,1007,138,3,11571.11,88.8
849,47,147,2,16684.55,44.5
850,1182,13,2,11249.45,42.5
851,867,150,3,1879.66,82.9
852,642,130,1,15115.43,46.5
853,1534,4,3,3983.66,67.3
854,41,32,2,15766.57,8.0
855,510,137,5,19696.7,30.7
856,1324,81,2,14497.79,4.2
857,121,136,5,15972.26,85.6
858,1469,32,3,1313.83,13.6
859,435,119,1,18124.96,93.3
860,1629,136,4,15174.77,14.0
861,901,21,3,10242.17,60.0
862,1164,63,2,15989.74,6.0
863,15,86,4,1897.92,63.3
864,598,116,1,13048.16,86.1
865,1681,97,4,11405.19,35.7
866,1618,30,3,4997.38,95.7
867,1257,11,5,18229.17,47.2
868,373,117,-1,10939.58,42.2
869,1569,97,3,18290.84,29.5
870,1068,22,3,5202.85,81.7
871,1399,106,1,12506.69,69.7
872,1964,83,2,6761.77,87.2
873,1301,77,3,952.79,37.3
874,255,10,5,10982.57,13.5
875,439,3,4,8452.0,42.2
876,1913,131,3,12711.82,67.6
877,929,30,5,4675.34,31.7
878,433,6,5,15966.03,41.8
879,824,67,5,12571.25,69.2
880,8,146,5,10777.96,85.8
881,1923,131,3,17436.26,75.4
882,719,29,2,16640.05,76.7
883,1102,117,4,2553.39,26.6
884,403,6,4,16140.28,96.0
885,246,28,3,15535.63,76.6
886,72,52,2,11853.89,76.0
887,1846,17,2,11012.7,44.3
888,1531,92,2,14672.73,21.4
889,582,122,3,1976.43,71.7
890,1240,4,1,18847.38,34.9
891,1050,108,2,10944.53,39.6
892,715,68,1,18484.21,6.8
893,1736,44,2,17899.33,61.1
894,1484,92,2,245.72,75.8
895,136,6,4,13820.39,83.9
896,558,26,2,5487.38,99.8
897,492,142,1,12465.54,71.5
898,634,26,2,2969.55,27.7
899,1950,120,-3,14734.04,47.5
900,1525,100,5,8196.79,18.3
901,765,21,3,15889.67,18.6
902,29,68,2,3530.59,10.0
903,1093,14,3,7713.18,43.2
904,1409,98,4,338.78,54.6
905,919,44,2,15602.82,3.2
906,687,61,4,14456.69,7.0
907,739,51,5,11709.51,1.0
908,953,122,1,1292.66,49.5
909,280,86,5,19317.37,2.6
910,945,56,1,3871.18,77.9
911,1341,116,1,2272.23,54.1
912,780,145,5,9505.02,7.6
913,799,127,1,596.54,82.4
914,648,72,1,19975.99,11.1
915,343,141,1,9531.82,0.6
916,526,79,1,19666.68,14.5
917,462,78,2,3754.98,14.4
918,1327,102,-2,3703.57,91.1
919,553,22,1,11708.49,30.5
920,1687,115,4,17677.71,37.6
921,47,54,4,12866.9,35.3
922,194,58,4,8238.61,65.2
923,1235,77,1,19413.18,67.7
924,554,89,3,11728.49,35.1
925,783,10,1,11541.95,11.0
926,1957,138,1,3497.52,43.0
927,1804,104,3,14676.89,80.2
928,1813,106,5,8616.4,87.9
929,1053,108,4,7649.45,5.9
930,20,129,3,9178.11,2.4
931,1535,60,5,19530.79,97.7
932,225,147,3,12432.25,56.7
933,176,112,1,8132.91,73.7
934,1565,136,2,7921.46,96.2
935,1281,33,3,19594.98,27.9
936,551,131,4,18896.52,3.9
937,324,31,5,8263.35,27.4
938,384,38,1,3446.63,99.8
939,409,126,2,17337.78,35.9
940,674,1,2,139.37,2.1
941,1124,133,3,14901.16,99.4
942,929,62,5,196.1,51.6
943,1171,146,1,5117.24,40.6
944,6,6,1,7751.21,75.3
945,1286,39,2,13741.67,20.2
946,936,149,5,14562.44,74.0
947,1266,12,5,15923.62,33.7
948,1113,22,5,8562.62,100.0
949,796,63,1,18435.05,81.6
950,1992,132,2,5055.92,11.9
951,199,63,1,18598.43,52.3
952,175,82,5,11150.39,36.9
953,531,85,5,19260.77,30.9
954,1993,5,3,16117.91,66.5
955,141,93,2,5626.91,41.1
956,915,83,5,12183.47,25.0
957,1192,70,4,8888.17,71.6
958,196,15,3,17636.57,72.1
959,1660,36,5,18213.97,68.9
960,312,36,5,8990.09,92.2
961,592,1,4,2900.69,53.1
962,1026,18,3,18106.21,46.8
963,1618,92,2,8290.56,16.0
964,1906,57,4,446.2,29.5
965,327,25,5,19013.31,55.2
966,680,28,4,18771.54,62.8
967,1611,84,1,5808.61,86.6
968,815,30,1,9346.5,17.3
969,114,68,1,1170.26,12.8
970,497,134,1,689.53,72.3
971,1528,45,2,11399.19,99.0
972,1285,110,1,2589.36,65.5
973,542,137,1,10005.39,42.9
974,1539,84,3,6309.93,72.5
975,1988,79,2,19571.54,41.9
976,449,77,1,2230.71,8.8
977,485,2,2,19284.37,30.9
978,1732,39,3,11210.85,42.2
979,1006,105,2,18810.0,75.7
980,1535,33,2,7945.4,98.7
981,1044,101,4,18705.45,93.2
982,1604,103,2,5593.63,7.7
983,1898,114,4,17060.79,44.2
984,1754,70,3,9518.77,83.0
985,1357,41,2,7295.95,3.6
986,1997,28,3,10061.91,48.3
987,618,38,3,17295.48,81.2
988,630,14,4,17586.23,75.4
989,1122,40,2,1828.92,79.1
990,887,65,3,3356.18,25.7
991,1610,45,-2,13232.5,27.6
992,580,23,1,13444.55,61.2
993,1586,51,1,10670.81,46.4
994,6,110,2,6813.53,58.7
995,589,129,5,16145.2,72.4
996,1082,133,4,10783.12,99.3
997,830,67,1,7011.6,9.8
998,207,12,2,16322.03,37.1
999,402,72,2,5017.98,2.9
1000,1451,103,5,14905.09,52.8
1001,9,62,1,14299.25,64.2
1002,1035,99,1,4132.45,6.2
1003,1432,52,4,11060.1,59.2
1004,1238,13,3,745.43,1.3
1005,610,122,2,2228.06,69.0
1006,1531,26,4,15262.36,55.5
1007,94,27,4,17693.71,15.6
1008,1925,91,5,19557.61,99.1
1009,1479,130,5,12995.48,84.5
1010,1303,120,3,17359.98,92.1
1011,1288,31,4,6880.45,33.8
1012,340,31,-1,11206.42,67.6
1013,1715,114,1,9486.31,77.9
1014,1227,15,4,2327.83,41.6
1015,874,8,5,2310.26,61.6
1016,1999,40,2,13569.24,87.9
1017,1205,99,4,15520.39,53.5
1018,994,87,1,9003.43,41.9
1019,1769,28,1,3723.02,28.7
1020,31,141,3,9363.89,97.0
1021,65,4,3,13415.68,29.3
1022,1636,35,4,19283.77,16.2
1023,1689,32,1,15807.91,38.4
1024,1370,98,4,5265.67,66.6
1025,41,100,3,1419.24,62.0
1026,243,63,3,13969.93,94.0
1027,1932,37,1,14742.42,83.9
1028,1833,77,4,1546.72,48.0
1029,20,56,1,19586.58,95.5
1030,1329,134,2,5713.18,21.2
1031,1533,29,2,11599.96,28.9
1032,1752,75,2,569.34,30.1
1033,220,109,1,16299.54,31.6
1034,469,12,3,18240.68,37.7
1035,1474,94,5,19784.32,69.8
1036,828,63,5,17263.79,23.3
1037,1127,24,3,439.81,11.8
1038,1559,71,4,5265.58,99.4
1039,1005,130,5,15766.04,85.6
1040,251,82,5,6805.5,74.4
1041,1873,29,1,18126.07,90.8
1042,675,26,5,7505.11,56.3
1043,1038,26,3,3179.81,85.4
1044,1310,12,5,9291.01,22.7
1045,786,5,3,8759.12,73.8
1046,758,72,4,9424.42,3.7
1047,133,114,4,4151.13,82.7
1048,950,32,3,15118.5,48.1
1049,1314,59,1,4408.61,48.7
1050,629,59,2,17784.48,29.7
1051,150,78,3,14142.99,67.2
1052,786,13,2,6713.38,77.1
1053,808,136,2,17880.71,18.6
1054,1058,77,4,8390.73,25.1
1055,22,115,4,13695.53,14.4
1056,1937,18,2,18867.27,20.8
1057,1124,103,2,7226.88,12.5
1058,1830,136,5,16734.32,60.7
1059,833,8,5,18378.6,52.3
1060,806,60,3,15625.42,77.7
1061,532,2,1,13777.35,94.4
1062,1237,38,5,8420.59,8.4
1063,1854,84,4,8638.38,25.7
1064,19,81,3,8288.73,5.8
1065,971,129,4,10046.25,33.9
1066,522,41,1,11775.26,86.3
1067,495,135,2,9589.45,86.0
1068,1536,34,2,3687.22,70.6
1069,360,38,1,15255.38,83.6
1070,1701,95,4,8575.93,12.1
1071,1008,28,1,15610.81,15.8
1072,1809,140,3,5437.28,55.2
1073,1182,142,3,3596.86,10.4
1074,871,149,-3,17143.91,17.9
1075,61,47,5,15914.8,1.4
1076,1824,69,4,5445.89,82.9
1077,125,109,1,9066.48,88.4
1078,1556,5,1,8061.24,19.4
1079,1817,11,1,18833.11,29.1
1080,407,54,4,3752.44,91.7
1081,772,148,1,17274.21,44.1
1082,1154,72,4,19579.87,91.6
1083,11,139,5,746.98,39.8
1084,1904,84,2,17631.43,61.6
1085,1255,141,5,4457.78,60.5
1086,261,119,4,3685.63,86.1
1087,328,147,4,4521.95,65.2
1088,612,145,1,2596.23,43.0
1089,860,116,3,16498.85,45.4
1090,341,142,3,19546.89,58.8
1091,543,96,-3,111.35,85.9
1092,891,78,4,14988.86,99.4
1093,1544,106,1,3475.96,54.6
1094,1363,27,2,11940.93,16.6
1095,1581,20,3,17654.12,23.8
1096,67,72,5,18286.01,58.5
1097,356,41,2,5020.6,17.3
1098,1961,43,1,910.67,81.0
1099,1856,85,1,2359.09,88.5
1100,464,87,1,4598.12,40.5
1101,1033,142,3,13933.34,20.8
1102,397,63,2,5961.41,24.6
1103,1883,42,2,244.12,53.7
1104,711,145,5,19996.44,23.0
1105,259,69,1,3317.68,58.0
1106,910,86,4,6329.83,87.5
1107,1232,35,1,2938.59,96.7
1108,823,51,4,6248.9,37.2
1109,328,17,4,3726.82,77.5
1110,550,24,4,6903.77,98.6
1111,201,34,4,1612.67,22.9
1112,987,96,4,2649.37,42.4
1113,1948,71,2,13388.82,50.9
1114,1880,103,1,17956.25,14.2
1115,53,109,2,626.35,57.1
1116,325,137,3,17503.74,27.0
1117,392,43,1,7141.27,23.0
1118,680,91,-1,5491.03,72.0
1119,286,26,1,6060.3,66.6
1120,102,133,4,18354.78,46.1
1121,287,67,2,7549.8,74.1
1122,1762,34,1,10084.2,23.6
1123,1677,66,3,14038.2,54.0
1124,225,47,1,6119.97,54.3
1125,1009,11,4,16607.34,19.8
1126,428,61,5,11832.4,55.8
1127,726,25,5,18860.84,16.6
1128,957,139,4,5571.25,88.3
1129,684,129,3,14731.29,53.0
1130,1699,139,3,14019.47,71.1
1131,979,35,2,457.99,50.8
1132,815,124,5,15600.48,36.2
1133,1893,56,3,14768.57,8.0
1134,1200,101,2,3535.01,87.0
1135,18,28,3,14613.79,66.4
1136,1302,104,3,8999.72,55.2
1137,387,65,1,1903.73,94.6
1138,1624,42,3,1835.07,57.0
1139,359,3,5,14073.1,41.8
1140,349,114,4,8030.19,26.2
1141,1702,88,1,19261.17,36.1
1142,398,48,3,12975.62,1.9
1143,475,20,1,11540.92,24.6
1144,1563,52,2,2775.93,29.8
1145,950,24,5,4521.64,85.2
1146,1424,12,1,18642.11,14.4
1147,996,10,3,8064.64,92.3
1148,1533,108,1,9532.63,43.6
1149,266,101,5,14293.24,35.4
1150,31,147,4,3551.94,27.1
1151,185,114,2,17162.05,67.3
1152,422,51,1,347.37,93.7
1153,1265,67,1,19303.45,30.0
1154,1923,52,4,7044.42,90.0
1155,590,30,2,9249.36,46.4
1156,1349,100,4,19025.34,89.4
1157,1541,9,2,15821.78,60.4
1158,369,12,4,16196.15,47.3
1159,1758,88,5,8883.47,99.8
1160,1712,127,5,3856.83,30.0
1161,375,11,3,11251.2,44.5
1162,547,69,4,3447.54,26.9
1163,878,86,5,16495.9,57.3
1164,919,146,1,3393.61,87.4
1165,1583,138,2,7632.16,76.1
1166,857,144,3,13795.47,17.3
1167,1057,112,3,1358.06,1.2
1168,1961,1,2,10067.11,33.7
1169,1814,81,3,3570.18,39.1
1170,571,61,5,12107.78,83.5
1171,67,149,4,10719.25,26.2
1172,876,13,4,14767.08,29.4
1173,934,130,5,5312.29,21.2
1174,105,102,1,10890.42,45.1
1175,1335,90,3,17932.34,84.9
1176,270,100,4,11113.71,80.9
1177,1976,18,3,17657.13,8.7
1178,764,133,5,767.81,6.0
1179,928,122,2,11579.61,11.0
1180,1592,133,1,13980.34,65.0
1181,1716,144,3,19528.23,36.3
1182,1542,110,1,4635.08,24.8
1183,547,109,2,4304.35,39.6
1184,1321,113,1,16366.73,47.1
1185,1621,31,2,3742.42,18.3
1186,841,122,3,15544.42,61.4
1187,1580,132,5,8675.07,21.8
1188,1557,85,1,7805.5,75.1
1189,1173,107,2,13957.87,69.4
1190,1779,129,4,579.0,84.4
1191,1636,83,3,11462.93,13.9
1192,242,117,5,8509.49,70.0
1193,160,140,4,691.82,39.1
1194,383,16,4,15283.82,57.8
1195,1971,4,5,11668.95,76.7
1196,1043,21,5,16346.38,93.0
1197,1005,31,4,14078.32,96.6
1198,1576,53,2,9326.65,45.8
1199,1873,2,3,12253.84,17.2
1200,1203,75,2,14387.47,59.1
1201,1407,61,1,13523.98,23.7
1202,670,78,5,13877.35,11.3
1203,735,145,4,9047.86,99.4
1204,1227,46,3,16408.57,43.9
1205,5,95,5,10656.99,95.9
1206,557,60,5,14875.73,27.8
1207,1611,63,2,15677.92,69.4
1208,1684,20,5,2321.76,47.1
1209,1762,2,4,19081.58,27.1
1210,455,30,5,11639.98,75.6
1211,1850,14,3,17661.44,58.1
1212,1481,37,5,1953.76,0.1
1213,1925,115,1,9571.48,93.7
1214,320,106,1,8980.7,4.8
1215,64,132,1,10399.87,89.8
1216,1969,17,4,3089.43,16.6
1217,1938,107,3,16675.18,84.2
1218,669,8,1,9207.1,51.6
1219,1352,149,5,3758.63,64.7
1220,1293,71,4,10842.75,42.3
1221,1214,29,4,17185.73,17.1
1222,968,104,1,11193.64,53.0
1223,1722,5,1,9180.16,63.6
1224,1648,45,4,3972.9,90.1
1225,542,72,3,16081.07,38.1
1226,1334,48,3,19966.56,68.0
1227,1793,125,1,3654.99,73.6
1228,605,37,3,4377.5,59.7
1229,1200,24,2,19140.81,45.9
1230,510,3,3,11440.54,40.5
1231,1672,16,4,13015.6,44.9
1232,271,76,3,2745.86,76.5
1233,1413,79,3,4523.89,76.4
1234,524,129,5,16321.54,79.0
1235,1596,72,2,17486.71,82.7
1236,558,131,1,7110.34,71.7
1237,926,128,3,5601.26,71.2
1238,842,39,2,4693.34,3.8
1239,826,119,5,19406.1,40.8
1240,1199,19,5,6277.2,81.7
1241,1983,45,1,19031.19,18.6
1242,1075,100,4,11317.14,12.9
1243,787,107,4,18977.69,56.9
1244,836,46,3,7601.41,98.5
1245,1861,40,5,15843.4,73.4
1246,508,56,5,14722.6,86.5
1247,819,143,4,9073.7,18.7
1248,1877,112,-1,5016.48,52.5
1249,101,134,3,17914.73,81.3
1250,196,84,5,14946.11,97.6
1251,1228,22,2,8108.77,2.9
1252,1837,18,1,13082.19,65.8
1253,956,103,5,14515.1,94.4
1254,1960,79,2,17072.85,87.1
1255,1498,145,3,2452.35,20.4
1256,1663,148,2,18032.55,84.4
1257,963,34,5,10848.91,64.4
1258,1706,99,2,6007.34,1.1
1259,1272,39,2,4747.29,83.2
1260,64,146,4,8619.33,94.2
1261,210,67,5,8073.51,91.5
1262,1165,140,1,13015.8,85.7
1263,824,137,1,1794.98,65.9
1264,504,1,4,8239.9,93.6
1265,882,147,4,3143.41,76.4
1266,1875,75,1,6261.44,79.5
1267,630,126,2,6427.95,96.4
1268,1345,50,5,6383.4,40.5
1269,27,14,4,4009.34,17.0
1270,1017,90,4,1814.6,57.6
1271,1359,46,2,13930.69,83.3
1272,1525,150,1,11856.65,51.6
1273,397,54,2,6035.57,18.4
1274,602,80,4,5803.56,60.9
1275,1597,70,1,8934.24,95.9
1276,852,33,3,19730.26,92.3
1277,1813,2,4,8329.42,7.6
1278,1551,19,1,19551.4,68.8
1279,1748,92,2,19224.17,16.6
1280,1103,89,3,7732.18,97.2
1281,76,19,3,10226.78,34.4
1282,1116,21,1,6487.12,83.5
1283,534,70,5,7908.77,36.6
1284,1234,30,1,12967.59,82.1
1285,6,13,5,4992.02,82.9
1286,26,80,3,2432.87,27.6
1287,38,64,5,3077.27,8.1
1288,1106,7,5,7714.12,76.9
1289,1572,11,3,18315.24,54.4
1290,818,72,1,13235.42,53.4
1291,26,39,2,12200.8,33.8
1292,1989,98,4,14214.95,20.7
1293,418,61,4,2729.81,5.5
1294,389,120,1,10112.44,50.7
1295,110,111,5,14424.7,60.5
1296,990,11,1,19583.05,71.6
1297,1228,24,3,17326.49,7.9
1298,409,38,4,2095.17,33.5
1299,565,142,1,6923.91,80.0
1300,494,48,1,11920.59,40.3
1301,605,117,2,3020.13,31.4
1302,1231,121,4,9600.4,27.3
1303,1457,72,1,17284.51,67.9
1304,1391,36,2,1690.57,75.1
1305,593,100,5,11488.67,72.9
1306,1181,70,4,16097.74,99.8
1307,271,105,3,14092.15,57.6
1308,1890,1,1,2843.57,38.4
1309,1516,137,2,7542.01,81.3
1310,1858,115,-2,10387.04,4.8
1311,1901,14,1,7984.91,23.9
1312,1699,3,2,14645.59,88.7
1313,180,110,1,12514.5,58.8
1314,23,56,5,2453.49,16.5
1315,1650,61,2,7360.25,2.3
1316,538,87,2,15371.11,46.0
1317,760,146,5,7396.7,85.7
1318,1177,48,1,1085.83,71.7
1319,882,12,4,7041.46,81.5
1320,1010,76,3,16245.27,98.1
1321,1210,36,3,14968.62,96.3
1322,577,74,2,10324.51,12.4
1323,34,144,5,11945.34,34.8
1324,718,136,3,15265.57,39.8
1325,832,41,5,15904.62,37.1
1326,253,127,1,6366.46,40.7
1327,25,61,4,2140.72,42.0
1328,286,80,1,9008.13,29.6
1329,1769,40,4,419.11,19.7
1330,1638,17,3,640.75,37.4
1331,408,2,2,13619.88,63.5
1332,185,109,1,6389.06,5.4
1333,1079,113,3,2666.08,25.6
1334,154,54,3,6221.06,56.7
1335,116,97,3,4354.5,68.0
1336,656,120,3,14481.37,12.3
1337,1912,21,5,12780.78,53.2
1338,891,77,4,11656.66,43.0
1339,796,32,2,17634.03,71.3
1340,1014,68,5,9254.12,54.7
1341,15,96,1,15462.74,97.1
1342,1528,123,1,10887.01,24.4
1343,13,26,2,608.12,36.0
1344,1002,62,2,13835.04,60.4
1345,982,55,2,4285.63,99.8
1346,830,75,2,17384.69,92.2
1347,660,62,4,18701.95,89.6
1348,943,97,5,13089.54,25.8
1349,900,122,5,18667.74,15.9
1350,1477,137,2,1030.01,23.8
1351,374,6,3,13805.92,0.0
1352,867,49,2,10373.69,29.3
1353,436,77,1,12132.53,52.5
1354,1822,3,4,6694.85,32.1
1355,173,85,3,2624.07,38.9
1356,1874,114,5,13825.55,62.2
1357,414,142,1,686.14,71.7
1358,806,73,2,13501.35,18.4
1359,1554,111,2,18280.86,49.3
1360,958,120,1,8341.93,72.6
1361,1434,9,4,18578.74,73.0
1362,58,114,-3,7293.97,23.8
1363,1634,9,3,3472.37,50.3
1364,624,35,1,14585.73,3.8
1365,969,77,2,17966.36,27.0
1366,1384,112,3,10176.16,42.8
1367,861,36,1,16852.96,43.0
1368,328,4,2,14161.11,19.1
1369,1042,92,4,17672.46,79.5
1370,1938,106,3,11516.16,26.7
1371,1219,125,2,2179.3,92.5
1372,1203,147,5,16788.99,70.8
1373,1725,20,5,8602.26,58.9
1374,1271,81,1,17348.83,59.7
1375,1640,54,4,15524.04,43.7
1376,444,33,2,19509.66,25.7
1377,781,26,2,14400.16,58.6
1378,1914,137,1,13244.6,91.0
1379,675,74,3,4636.77,1.6
1380,1434,19,4,8795.05,69.9
1381,1883,42,2,16350.75,97.2
1382,1441,78,3,3535.24,89.0
1383,1305,42,4,14955.81,69.6
1384,132,132,5,2912.74,96.5
1385,420,116,5,13013.74,5.8
1386,1347,140,3,1441.11,52.2
1387,788,20,2,13988.37,25.5
1388,1316,95,4,14977.11,57.5
1389,1099,70,3,10354.75,68.7
1390,1277,69,4,3936.68,67.8
1391,495,1,4,3167.89,39.5
1392,245,13,1,11521.21,14.1
1393,172,99,1,2069.23,32.3
1394,1845,82,5,8186.41,27.8
1395,1023,134,3,6622.79,75.9
1396,1820,127,2,5169.84,43.1
1397,12,2,5,8983.58,52.1
1398,1658,107,2,5894.29,5.7
1399,147,107,3,6569.41,15.4
1400,1827,66,3,1467.35,51.2
1401,1253,121,1,2960.03,84.8
1402,414,52,5,19962.42,1.7
1403,1589,60,4,17358.53,73.0
1404,927,6,4,3960.32,88.2
1405,611,69,2,10302.62,41.1
1406,356,12,3,14653.31,54.1
1407,1508,137,5,15559.5,27.8
1408,142,55,5,341.11,77.0
1409,1307,17,4,11967.9,86.8
1410,1883,148,2,16829.92,33.7
1411,314,143,2,7315.31,60.9
1412,1079,4,1,9334.37,35.4
1413,1578,97,4,6053.19,50.9
1414,30,147,2,11503.44,67.7
1415,1820,87,5,998.63,65.8
1416,886,1,5,5094.4,14.7
1417,1786,12,1,7140.11,53.0
1418,1997,36,3,12249.43,87.1
1419,960,49,2,913.29,9.6
1420,1524,113,4,5785.48,43.7
1421,743,94,1,13160.49,6.7
1422,1842,109,5,14460.53,20.1
1423,1026,134,2,16798.07,32.0
1424,1314,134,5,16139.02,27.6
1425,1169,108,2,3449.47,89.2
1426,64,93,4,14356.99,75.7
1427,340,118,4,5921.46,51.6
1428,203,114,1,7740.59,18.2
1429,1210,55,1,7493.46,98.2
1430,1085,24,5,3076.67,77.9
1431,1816,98,3,11306.22,41.4
1432,1124,6,2,4787.77,46.0
1433,296,57,1,9061.17,50.3
1434,1187,7,2,4637.18,67.9
1435,1174,15,4,6395.53,27.3
1436,1638,139,4,1207.01,88.9
1437,575,120,5,6526.92,25.9
1438,1285,114,3,6346.1,59.3
1439,159,140,1,16875.56,74.9
1440,948,132,5,1389.56,49.4
1441,119,143,3,10247.56,60.9
1442,1459,100,5,4280.95,26.4
1443,1049,114,5,554.8,15.6
1444,35,123,2,4832.13,39.9
1445,223,47,5,654.36,85.0
1446,1512,23,5,2085.39,92.8
1447,1326,139,4,16961.96,78.4
1448,202,131,1,13012.23,48.8
1449,1875,103,5,829.29,11.8
1450,932,34,2,11830.65,14.4
1451,1134,60,5,13288.8,85.0
1452,1355,78,4,18434.27,24.3
1453,648,12,3,9258.81,61.4
1454,1766,133,2,19931.22,19.1
1455,726,115,-2,8900.96,74.0
1456,1569,44,2,2092.99,32.9
1457,1295,11,3,8855.57,90.5
1458,733,33,5,9620.98,60.4
1459,1797,57,3,5341.81,31.1
1460,1043,138,1,6296.13,30.9
1461,990,14,1,15075.6,93.6
1462,1328,83,2,8071.87,99.0
1463,234,84,4,16400.8,77.6
1464,1233,20,5,12813.52,87.8
1465,923,115,2,4719.2,97.4
1466,1648,69,5,5909.26,41.2
1467,969,148,1,18308.09,99.0
1468,1679,109,4,19080.2,81.4
1469,136,111,2,12301.8,48.0
1470,1554,128,2,17385.22,35.5
1471,1936,128,2,12068.26,70.3
1472,302,113,5,7930.71,56.0
1473,1522,54,2,11342.2,8.9
1474,1146,95,3,12886.41,99.6
1475,465,59,1,7580.71,99.3
1476,764,18,3,10797.13,58.3
1477,1633,100,-2,18216.6,30.0
1478,1628,99,3,7836.65,72.7
1479,708,147,3,13041.0,92.2
1480,998,69,5,2386.6,6.4
1481,7,87,-1,17961.44,7.7
1482,1361,25,5,1528.93,83.4
1483,588,26,3,16771.76,66.8
1484,792,15,3,16364.24,20.3
1485,998,116,2,11870.68,71.9
1486,257,138,2,19424.76,77.1
1487,59,39,3,19387.96,74.9
1488,1178,150,2,2419.84,89.1
1489,852,97,1,12035.69,37.8
1490,851,106,1,129.76,99.7
1491,1530,101,3,3560.53,95.0
1492,66,35,2,2759.43,69.9
1493,451,69,5,888.39,90.0
1494,428,113,5,4492.07,42.1
1495,734,5,4,12323.94,32.7
1496,1302,78,4,2493.92,29.4
1497,1264,43,3,1347.08,30.4
1498,810,93,3,2888.24,80.9
1499,1667,14,4,5002.02,75.2
1500,778,56,5,15667.67,35.7
1501,1853,98,3,7184.7,75.8
1502,1310,47,4,7575.02,88.1
1503,1663,24,1,623.88,92.7
1504,1984,141,2,14884.73,33.5
1505,131,54,3,15611.8,92.5
1506,524,141,2,3693.3,91.1
1507,469,147,-2,15125.06,95.7
1508,136,65,3,7621.61,73.9
1509,172,96,3,11647.17,19.8
1510,733,24,5,9213.97,51.7
1511,1208,82,2,17509.49,0.8
1512,29,150,2,8872.16,65.1
1513,871,25,1,13997.46,80.4
1514,1029,14,5,9660.42,24.3
1515,640,53,3,1932.77,6.5
1516,469,111,4,3499.52,10.4
1517,1639,4,5,1644.56,45.6
1518,93,104,3,8522.57,12.9
1519,1559,117,4,12882.06,65.2
1520,5,37,5,13165.26,24.4
1521,1657,19,3,3666.2,74.3
1522,26,104,2,3985.23,18.5
1523,1029,111,3,18208.08,1.9
1524,669,36,1,2007.17,78.8
1525,56,104,1,2151.63,7.5
1526,655,145,1,19663.77,40.2
1527,1829,64,5,2898.93,13.6
1528,280,72,3,4718.93,97.7
1529,268,48,1,7511.52,14.0
1530,57,25,5,15174.42,85.0
1531,234,54,3,4260.61,57.6
1532,395,59,3,3712.56,37.9
1533,1993,30,2,4940.81,59.8
1534,688,106,3,2612.18,30.4
1535,1026,103,3,12227.3,42.8
1536,11,45,5,8657.96,19.3
1537,357,14,5,19020.04,24.8
1538,1537,117,4,12539.54,86.7
1539,497,71,5,12775.83,36.1
1540,1274,121,3,8154.84,77.4
1541,686,46,4,7481.43,33.3
1542,1735,17,4,19212.78,37.0
1543,505,131,4,8388.13,10.5
1544,969,95,4,16995.02,69.8
1545,327,74,3,18483.7,39.4
1546,1474,82,3,4246.73,58.1
1547,1412,105,5,11073.74,33.9
1548,512,40,4,9927.7,59.2
1549,610,27,1,3217.42,45.8
1550,1321,108,5,18631.28,32.4
1551,436,74,3,10054.2,42.9
1552,1370,148,-1,7926.6,53.8
1553,607,145,2,12356.63,75.2
1554,1555,140,1,8364.08,35.4
1555,460,129,4,17949.05,51.5
1556,403,119,2,560.12,80.6
1557,971,34,4,13853.55,77.5
1558,1584,2,3,10772.48,42.4
1559,988,142,1,11163.05,14.0
1560,1499,71,1,2723.12,12.2
1561,585,102,5,15387.45,78.3
1562,906,102,3,16782.74,74.9
1563,1703,43,3,6955.01,40.5
1564,1879,49,4,2860.02,93.1
